CODINST,NOMBREINSTITUCION,CODIGOMUNICIPIO,NOMBREMUNICIPIO,DEPARTAMENTO,CALENDARIO,NATURALEZA,JORNADA,EVALUADOS,PROMLECTURACRITICA,PROMMATEMATICA,PROMSOCIALESYCIUDADANAS,PROMCIENCIASNATURALES,PROMINGLES,DESVLECTURACRITICA,DESVMATEMATICA,DESVSOCIALESYCIUDADANAS,DESVCIENCIASNATURALES,DESVINGLES,PERIODO
062471,INSTITUCION EDUCATIVA MISAK MAMA MANUELA - SEDE PRINCIPAL,19743,SILVIA,CAUCA,A,OFICIAL,COMPLETA,76,"42,0131578947368",38,"39,7368421052632","41,3026315789474","40,75","5,88669329035723","8,35224520712844","7,43750571280925","6,20541642296922","6,20564259364008",40
062489,ACADEMIA ACADEMIA SAM,76834,TULUA,VALLE,A,NO OFICIAL,MAÑANA,9,"55,8888888888889","50,1111111111111","51,2222222222222","51,7777777777778","52,7777777777778","10,682280239308","13,3925767166409","10,2686145338329","9,05231707600018","14,8977999867244",52
062513,INSTITUCION EDUCATIVA JESUS DEL GRAN PODER,52354,IMUES,NARIÑO,A,OFICIAL,MAÑANA,37,"52,5405405405405","50,6216216216216","48,9189189189189","51,4594594594595","47,5675675675676","6,74369909452353","9,81028754633327","8,96405903340414","6,25652812222115","8,03651576154652",51
062521,COLEGIO SAN PABLO - SEDE PRINCIPAL,76111,BUGA,VALLE,A,NO OFICIAL,MAÑANA,20,"53,05","48,5","51,25","52,45","53,2","7,82354745220109","10,8409554832346","8,57705016154646","8,46338864571521","9,51785026590619",51
062539,COL DIST EDUC BAS Y MEDIA PROVINCIA DE QUEBEC,11001,BOGOTÁ D.C.,BOGOTA,A,OFICIAL,TARDE,18,"51,5555555555556","48,5","46,7222222222222","48,5","51,9444444444444","6,55494624397774","8,73969981985517","5,87923119779484","8,15475321515005","10,5243260073269",49
062547,SEDE PRINCIPAL SANTA TERESA DE PACHAQUIARO,50573,PUERTO LOPEZ,META,A,OFICIAL,MAÑANA,32,"56,6875","61,125","53,75","57,5625","51,1875","7,87989479215832","8,73535641018174","9,42542888559557","7,84090802839042","9,44402012540381",57
062554,INSTITUCION EDUCATIVA SEÑOR DEL MAR,52520,FRANCISCO PIZARRO,NARIÑO,A,OFICIAL,MAÑANA,39,"44,7435897435897","38,7692307692308","42,6923076923077","41,5897435897436","40,1538461538462","7,21372211653796","7,8487730803226","7,51193382542544","6,10313960928458","7,73079440848318",42
062604,INST.COMERCIAL DEL PACIFICO,76109,BUENAVENTURA,VALLE,A,NO OFICIAL,MAÑANA,28,"57,3214285714286","58,5714285714286","52,7142857142857","55,1785714285714","56,5357142857143","7,97242270640009","11,6537343289404","11,2343954092617","10,0445436503037","12,3872160590313",56
062620,GIMN FRANCISCANO DE SUBA,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,23,"55,9130434782609","54,8695652173913","50,0434782608696","54,5652173913043","49,9565217391304","7,01889037771551","7,80037497831813","8,21571808884744","7,45182154031984","7,81884821132746",54
062646,COLEGIO INTERNADO SAN CARLOS,76001,CALI,VALLE,A,NO OFICIAL,TARDE,4,"55,25","47,5","49,25","51,75",54,"6,29152869605896","14,0593978059754","7,08872343937891","5,85234995535981","16,3095064303001",51
062679,INST DIST EDUC BAS Y TECNICA AQUILEO PARRA,11001,BOGOTÁ D.C.,BOGOTA,A,OFICIAL,MAÑANA,71,"54,0422535211268","50,2957746478873","51,4929577464789","53,6197183098592","48,2535211267606","8,22789092871368","9,68119586207817","8,83802376008932","8,48253027813736","7,93494677245476",52
062695,COL DIST ESTRELLA DEL SUR,11001,BOGOTÁ D.C.,BOGOTA,A,OFICIAL,TARDE,39,"51,5641025641026",47,"47,9487179487179","50,8717948717949","45,7179487179487","7,84653752601098","9,53387312911732","7,72878664797603","8,31035969574149","6,77824972730586",49
062703,CENT EDUC DIST BAS Y MEDIA VILLA RICA,11001,BOGOTÁ D.C.,BOGOTA,A,OFICIAL,TARDE,39,"56,9230769230769","55,0512820512821","54,0512820512821","54,2564102564103","51,9230769230769","6,57501096811018","8,75980268327618","7,74579246718303","6,91952975553879","9,83919288352405",55
062711,COLEGIO MANUEL MURILLO TORO,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,MAÑANA,16,"51,1875","52,1875","51,5","50,4375","48,875","6,74505992066292","9,65552518854706","4,92612085384298","6,88930330294726","7,72765596197622",51
062729,LIC  ANTONIO DE TOLEDO,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,81,"59,0740740740741","57,8765432098765","55,1851851851852","56,7037037037037","54,4444444444444","7,45449156176626","8,62754703848287","9,87561531135037","7,46733627949827","8,26891770427061",57
062778,COL POPULAR BOLIVARIANO,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,24,"54,0833333333333","49,0416666666667","50,4583333333333","50,9166666666667","54,0833333333333","10,5621006913631","9,91914778363662","11,9709037349686","9,49561302216274","10,9897844527925",51
062786,INST DIST EDUC BAS Y TECNICA AQUILEO PARRA,11001,BOGOTÁ D.C.,BOGOTA,A,OFICIAL,NOCTURNA,62,"49,8870967741935","43,9516129032258","45,8870967741935","46,3225806451613","43,1451612903226","7,66106793631981","9,96950665427667","8,13836258294412","7,79611966016972","7,41033123348426",46
062810,LIC DE APLICACION PSICOPEDAGOGICO,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,3,"49,6666666666667","55,3333333333333",54,"57,3333333333333","55,3333333333333","3,78593889720018","1,15470053837925","4,58257569495584","1,52752523165195","6,80685928555405",54
062828,COL DIST EDUC BAS Y MEDIA LEON DE GREIFF,11001,BOGOTÁ D.C.,BOGOTA,A,OFICIAL,NOCTURNA,64,"47,421875","41,640625","43,15625","44,953125","42,296875","7,61119619637298","9,44888871856754","9,41835214582982","7,97501990344334","8,29932046845374",44
062851,LIC  LUTHER KING,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,47,"54,6808510638298","54,3829787234043","52,8510638297872","54,6170212765957","50,5106382978723","7,92109561750669","9,00857849976865","8,09717804682126","6,83836107840672","8,21946877693584",54
062885,CENT EDUC DIST BAS Y MEDIA O.E.A,11001,BOGOTÁ D.C.,BOGOTA,A,OFICIAL,TARDE,69,"57,231884057971","57,4782608695652","54,231884057971","55,695652173913","49,9710144927536","8,27495322100912","10,6296044634122","11,1264720474036","8,35482310128158","9,18914163323589",56
062893,INST DIST EDUC BAS Y TECNICA AQUILEO PARRA,11001,BOGOTÁ D.C.,BOGOTA,A,OFICIAL,TARDE,49,"56,8775510204082","55,469387755102","55,2244897959184","54,8775510204082","51,265306122449","7,63389550257388","8,85320573016804","8,19365940357352","7,52117193068237","8,80760918705166",55
062919,COL BILING NUEVA ALEJANDRIA,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,11,"64,5454545454545","69,4545454545455","66,1818181818182","67,5454545454545","72,0909090909091","8,18979409220569","5,31721047850537","5,23102632029666","5,85429135529889","8,75733458826994",67
062927,COL SAN BONIFACIO,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,84,"62,25","62,4047619047619","59,5238095238095","59,547619047619","57,6547619047619","6,65659379591811","7,58107829635064","8,47459163529243","8,80909273107583","9,47220925314674",61
062935,LIC  REYNEL,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,32,"55,15625","50,34375","49,625","49,65625","53,8125","7,84161510272947","8,35737794580527","9,20290977827648","6,87026963362499","9,32370374973933",51
062943,CENT EDUC DIST ESPAÑA,11001,BOGOTÁ D.C.,BOGOTA,A,OFICIAL,MAÑANA,28,"55,1785714285714","52,5357142857143","51,7142857142857","53,1071428571429","49,1785714285714","8,47678123498655","8,90061230876278","10,8383993039055","7,95980311367471","9,89221007186059",53
062950,COL DIST EDUC BAS Y MEDIA EL VIRREY JOSE SOLIS,11001,BOGOTÁ D.C.,BOGOTA,A,OFICIAL,TARDE,72,"53,1666666666667","51,6666666666667","51,2361111111111","51,6111111111111","49,25","7,78043772981994","8,98198510007828","8,46283183643075","7,5927236397205","7,80528892554706",52
062968,COL SANTA LIBRADA,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,25,"57,32","55,96","51,6","53,6","54,44","7,06352131258435","8,63847980453351","9,9666109251507","7,20532210707243","8,37197706638044",55
062976,COL ANTARES,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,33,"52,9393939393939","50,8787878787879","50,1818181818182","51,5454545454545","56,0606060606061","8,08911071263165","9,73960207014889","7,54343483374179","7,17239024441516","7,0884562579741",52
062984,COL PSICOPEDAG VILLA MAYOR,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,26,"65,1538461538462","67,1153846153846","64,1923076923077","63,9615384615385","66,5769230769231","6,17538538193242","7,2681602793385","6,43129368490807","5,43676940273004","6,59195313650258",65
062992,INST TEC CIAL MARMATOS (INST MODERNO BOSA),11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,18,"54,7222222222222","50,9444444444444","53,3333333333333","54,5","51,3333333333333","8,21623611805992","9,69822435065077","10,7976032198872","7,83093413404587","6,69503767067555",53
063024,CENT EDUC DIST BRAVO PAEZ,11001,BOGOTÁ D.C.,BOGOTA,A,OFICIAL,MAÑANA,89,"56,5168539325843","52,6404494382022","53,8988764044944","53,4719101123596","52,7865168539326","7,3579152796504","8,22999943528557","8,61954035873806","7,83362491216906","8,41329023049565",54
063032,LIC CONTADORA,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,71,"55,5633802816901","58,3661971830986","53,4507042253521","56,7887323943662","55,2112676056338","8,00130774019597","9,84049858873264","8,98695679048947","7,46977814349787","9,80075141865262",56
063065,GIMN SAN JOSE DE BAVARIA,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,5,55,"54,2",54,"58,4","64,8","11,379806676741","10,6160256216722","15,556349186104","11,61034021896","10,1341008481266",56
063081,COL SAN MARINO,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,3,"53,3333333333333","46,6666666666667","50,6666666666667","52,3333333333333",45,"11,8462370959446","10,785793124909","14,5716619962629","10,0166528008778","7,54983443527075",50
063107,INST SAN RICARDO PAMPURI,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,49,"57,2857142857143","55,3877551020408","53,9387755102041","55,530612244898","55,6122448979592","7,61030003788725","7,71852837476865","8,00887050730133","6,77649749998825","8,67423466011702",56
063115,COL DE SALERNO,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,MAÑANA,20,"50,4","46,5","48,9","51,3","52,25","8,0354477817127","7,66056202418046","10,1975229190334","6,36685496185229","9,23879121735602",50
063123,INST TEC DIST LAUREANO GOMEZ,11001,BOGOTÁ D.C.,BOGOTA,A,OFICIAL,MAÑANA,89,"57,3033707865169",56,"55,7303370786517","56,6966292134831","53,1685393258427","7,04596031002876","10,4750786501712","8,85971993829866","7,85146844166749","9,11696215734987",56
063131,CENT EDUC DIST LA CONCORDIA,11001,BOGOTÁ D.C.,BOGOTA,A,OFICIAL,TARDE,22,54,"48,8636363636364","51,6818181818182","51,5454545454545","49,2272727272727","10,1980390271856","10,6650093409441","10,1201654590105","9,4854639303529","12,1260515231103",51
063164,CENT DE INTEGRACION EDUCACION DEL NORTE (CIEN ),11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,NOCTURNA,14,"47,2142857142857","42,0714285714286","44,2142857142857","42,2857142857143","45,2857142857143","7,6779261165076","7,70079202434385","8,55910285942643","8,83549285925432","5,63544512512026",44
063172,COLEGIO  DEPARTAMENTAL LUIS CARLOS GALAN SARMIENTO,25245,EL COLEGIO,CUNDINAMARCA,A,OFICIAL,COMPLETA,43,"57,2093023255814","55,7906976744186","52,5813953488372","54,7209302325581","52,3488372093023","7,01209207126852","11,3882941979805","9,02966686655329","8,03956164818808","9,05507939785398",55
063180,COL EL GRAN BRITALIA,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,21,"58,2380952380952","52,2857142857143","53,952380952381","55,3333333333333","53,8571428571429","7,77756235529335","8,09408955437767","8,86270946424507","6,82153452921946","9,85030818952237",55
063206,GIMN FIDEL CANO,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,23,"62,8695652173913","63,8695652173913","60,1304347826087","61,3478260869565","68,8695652173913","4,65446362329252","5,90303733703011","4,6348908766804","5,49055963079252","8,04704546473191",63
063222,CEDID CIUDAD BOLIVAR,11001,BOGOTÁ D.C.,BOGOTA,A,OFICIAL,TARDE,82,"49,7073170731707","47,7073170731707","45,8170731707317","48,9512195121951","44,3170731707317","7,18793193850251","9,18867768785639","8,63974172107741","5,97092221308202","7,95803507105308",48
063255,CENT EDUC DIST LLANO ORIENTAL,11001,BOGOTÁ D.C.,BOGOTA,A,OFICIAL,TARDE,81,"54,283950617284","51,2716049382716","51,3950617283951","53,0246913580247","49,1481481481481","7,11904938861439","8,93869725642251","8,83130654595581","6,49418068089034","10,516785524949",52
063263,CENT EDUC DIST DE EDUC BAS Y MEDIA FLORIDABLANCA,11001,BOGOTÁ D.C.,BOGOTA,A,OFICIAL,TARDE,53,"55,9811320754717","53,6037735849057","52,9056603773585","54,3207547169811","51,7547169811321","8,68794603954622","8,33052686172395","8,5850141143726","6,655748194969","10,0075080667877",54
063271,INST TEC DIST LAUREANO GOMEZ,11001,BOGOTÁ D.C.,BOGOTA,A,OFICIAL,TARDE,59,"57,5593220338983","54,4745762711864","54,8983050847458","56,0169491525424","55,3898305084746","5,90812178113426","10,3629910676929","8,87012598607071","7,32612595894552","9,49231440321053",56
063313,COLEGIO DEPARTAMENTAL AGROPECUARIO JOAQUIN A. MEDINA,25596,QUIPILE,CUNDINAMARCA,A,OFICIAL,MAÑANA,21,"50,3333333333333","46,5714285714286","46,9047619047619","49,8095238095238","44,5714285714286","9,74337381677073","11,3294811380373","9,22986869844183","7,24995894898066","6,51591458332158",48
063321,COLEGIO MADRE DEL DIVINO PASTOR,25875,VILLETA,CUNDINAMARCA,A,NO OFICIAL,MAÑANA,42,"60,9047619047619","58,9761904761905","57,1904761904762","57,8095238095238","59,1666666666667","7,50222576342132","10,7669052446931","9,62526678816342","8,17562735785709","9,47632908926922",59
063347,COL MILIT GENERAL RAFAEL REYES,25430,MADRID,CUNDINAMARCA,A,NO OFICIAL,COMPLETA,13,"56,1538461538462","50,6923076923077","54,6153846153846","56,3076923076923",57,"6,81721049802329","9,3931235076927","9,64830262739222","6,73776193534885","12,6491106406735",55
063362,INSTITUCION EDUCATIVA  DPTAL  CLARAVAL  Y CHUSCALES,25372,JUNIN,CUNDINAMARCA,A,OFICIAL,MAÑANA,8,"53,25","44,875","51,25","50,875","43,875","7,92374370393908","10,9471131223846","11,1066260789289","7,67998325891033","4,82367672453878",50
063370,INST DIVERSIFICADO ALBERT EINSTEIN,25473,MOSQUERA,CUNDINAMARCA,A,NO OFICIAL,COMPLETA,166,"61,0843373493976","60,8373493975904","59,2590361445783","59,9879518072289","61,8012048192771","7,26253118789879","8,42313136681579","8,67733426660764","7,53415491776856","10,0792134610871",60
063388,COLEGIO MILITAR LICEO SOCIAL COMPARTIR,25754,SOACHA,CUNDINAMARCA,A,NO OFICIAL,COMPLETA,36,"53,3888888888889","52,5","49,8888888888889","52,4722222222222","52,1666666666667","7,23988073215802","9,03485314925325","8,37608083525524","7,10929416271851","8,43292865582804",52
063396,INSTITUCION EDUCATIVA DEPARTAMENTAL URBANA COLEGIO DEPTAL,25151,CAQUEZA,CUNDINAMARCA,A,OFICIAL,NOCTURNA,15,"44,7333333333333","44,9333333333333","42,2","44,5333333333333","41,4666666666667","6,82920897601583","9,18435522790691","8,64539514093238","6,58859042660293","7,79987789892222",44
063404,INST. EDUCATIVA DEPTAL GIRON DE BLANCOS,25151,CAQUEZA,CUNDINAMARCA,A,OFICIAL,COMPLETA,34,"50,2352941176471","47,8823529411765","45,5","50,1764705882353","46,5294117647059","10,0876727157439","13,2453873180436","9,78325718828454","9,40493290371341","7,46399557519457",48
063412,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN BERNARDO,25649,SAN BERNARDO,CUNDINAMARCA,A,OFICIAL,NOCTURNA,4,"51,75","44,75","42,75","45,25","41,5","6,39661368746516","7,63216876123687","7,36545993132812","2,21735578260835","3,78593889720018",46
063438,COL NUEVA INGLATERRA,11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,69,"70,231884057971","76,2028985507246","71,1159420289855","70,9565217391304","81,7826086956522","6,97504992083386","6,88258610370047","7,83006316533018","6,27889738964315","4,33816702013986",73
063446,COLEGIO EL TOTUMO,05490,NECOCLI,ANTIOQUIA,A,OFICIAL,TARDE,51,"47,1960784313725","43,4509803921569","43,1764705882353","48,6862745098039","41,5098039215686","8,38813354171984","8,0902749656367","9,16887317472096","7,54318287217917","6,73905794312412",45
063453,INST EDUC HERNAN TORO AGUDELO,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,TARDE,42,"53,0952380952381","47,547619047619","47,3333333333333","48,1428571428571","46,7857142857143","9,05217807992687","12,3371388171164","11,490540471414","9,80186997731886","8,54410569692807",49
063461,COLEGIO LA INMACULADA,05154,CAUCASIA,ANTIOQUIA,A,NO OFICIAL,COMPLETA,12,"68,1666666666667","70,3333333333333","64,3333333333333","65,4166666666667","66,25","5,27142094580567","6,28610781924328","6,16932784512268","5,68024220567675","9,73396116696589",67
063479,INST EDUC JESUS REY,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,MAÑANA,108,"61,1666666666667","57,6944444444444","58,6851851851852","57,6944444444444","57,3703703703704","8,30437335519243","10,286056557377","9,55422121138296","8,30094953844892","10,3991306184004",59
063503,ESC LA MILAGROSA,05088,BELLO,ANTIOQUIA,A,OFICIAL,TARDE,8,"50,875","45,375","46,375","41,875","50,125","7,67998325891033","10,9536360564491","9,51596403043703","11,667261889578","8,3055489196767",46
063511,I. E. FRANCISCO MARIA CARDONA,05376,LA CEJA,ANTIOQUIA,A,OFICIAL,TARDE,23,"53,8695652173913","57,1304347826087","53,9565217391304","52,7826086956522","54,6521739130435","7,47300808258438","10,6613334822879","8,17689794965373","8,2734873472663","10,8023932350541",54
063529,INST EDUC SEBASTIAN DE BELALCAZAR,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,MAÑANA,31,"54,3548387096774","52,4516129032258","52,1612903225806","47,4193548387097","51,7741935483871","7,38263000606502","11,3514718859932","10,050196595734","11,1108781337582","12,2166817028175",52
063537,I. E. EDUARDO ESPITIA ROMERO,05490,NECOCLI,ANTIOQUIA,A,OFICIAL,NOCTURNA,9,"44,1111111111111","35,7777777777778","40,2222222222222","36,6666666666667",39,"4,01386485959743","9,27062265678225","8,07430767585955","5,9791303715507","5,80947501931113",39
063552,SEC ESC SANTO DOMINGO SAVIO,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,NOCTURNA,17,"45,4705882352941","38,4117647058824","43,5882352941176","42,2941176470588","41,2352941176471","8,19388222287537","8,23148546382586","7,45870987109543","8,83009559604505","6,2202231849499",42
063578,COL PADRE MANYANET,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,97,"64,9072164948454","63,8659793814433","63,360824742268","62,7113402061856","67,7113402061856","7,48203748184444","10,1382412038728","10,8983805821193","8,78914904262471","10,9620165827341",64
063586,INST EDUC MANUEL JOSE GOMEZ S,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,MAÑANA,70,"57,6714285714286","52,2","54,3142857142857","51,7285714285714","51,4428571428571","8,35398269779833","10,9658230590466","11,697321453758","9,23277311423182","10,341468113035",54
063602,INST EDUC SANTA TERESA,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,MAÑANA,72,"59,4722222222222","57,4305555555556","57,6388888888889","56,0555555555556","53,5277777777778","7,14827315347436","8,89029600560592","9,51841144805806","8,58903475350229","9,27053825293966",57
063628,COLEGIO PABLO VI,05604,REMEDIOS,ANTIOQUIA,A,OFICIAL,COMPLETA,22,"50,4545454545455","47,1818181818182",51,"50,4545454545455","43,8181818181818","7,57645018478954","8,20938118215614","9,51690225711227","6,85028517117404","7,78665747493972",49
063644,I. E.  MANUEL CANUTO RESTREPO,05002,ABEJORRAL,ANTIOQUIA,A,OFICIAL,NOCTURNA,11,"50,6363636363636","46,3636363636364",45,"48,3636363636364",47,"7,57987766751848","12,3229276332593","11,8911731969558","9,41565427649855","5,86515131944607",48
063651,LICEO TOMAS EASTMAN,05679,SANTA BARBARA,ANTIOQUIA,A,OFICIAL,NOCTURNA,18,"49,9444444444444","47,8333333333333","48,8888888888889","47,2777777777778","44,5555555555556","9,63127395044377","8,54916576597493","11,4629268867274","7,7140479612012","5,79271573232759",48
063669,I. E. R. FARALLONES,05101,BOLIVAR,ANTIOQUIA,A,OFICIAL,COMPLETA,15,55,"46,9333333333333","51,0666666666667","49,4","44,8","8,20278698283177","10,852693323823","11,4421942617581","9,06957236352094","8,2132297457908",50
063677,INST EDUC LA SALLE DE CAMPOAMOR,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,NOCTURNA,18,"51,1111111111111","43,0555555555556","46,5","45,8333333333333","44,2777777777778","6,38830631046601","8,96051614993258","9,97791679306917","7,92798468568593","8,33705799114486",46
063719,LICEO MIXTO DEL ATLANTICO - SEDE PRINCIPAL,08001,BARRANQUILLA,ATLANTICO,A,NO OFICIAL,COMPLETA,4,"42,5","39,75",36,37,"39,25","5,19615242270663","8,99536917900909","10,2306728354819","8,32666399786453","7,88986691902975",39
063776,C.E. MIXTO DE GALAPA,08296,GALAPA,ATLANTICO,A,NO OFICIAL,MAÑANA,25,"59,72","57,8","58,44","56,92","52,4","9,73190628808149","10,7625895273086","10,3323117774614","10,4957134107215","10,4920604903581",58
063800,COL MODERNO DEL CARIBE,08001,BARRANQUILLA,ATLANTICO,A,NO OFICIAL,MAÑANA,7,"52,5714285714286","51,4285714285714","51,7142857142857","51,2857142857143","49,8571428571429","8,44308677473555","7,87098348063194","6,34335047416547","11,5573106115319","8,25486869325352",52
063883,LIC VAL (VIDA-AMOR-LUZ),11001,BOGOTÁ D.C.,BOGOTA,A,NO OFICIAL,COMPLETA,17,"67,2941176470588","71,9411764705882","64,5882352941176","69,0588235294118","72,4705882352941","6,30242717016977","6,97737941704561","8,10909075921441","9,43047313391071","9,78594430202589",69
063891,I. E. JESUS MARIA VALLE JARAMILLO,05361,ITUANGO,ANTIOQUIA,A,OFICIAL,COMPLETA,11,"44,3636363636364","37,0909090909091",41,"42,0909090909091","39,3636363636364","8,02835882696741","7,96811829046916","8,01249024960405","6,18796485857096","5,59057648678072",41
063925,I.E. DE PUERTO RICO - SEDE PRINCIPAL,13810,TIQUISIO (PUERTO RICO),BOLIVAR,A,OFICIAL,MAÑANA,51,"45,921568627451","41,3529411764706","42,4313725490196","43,2156862745098","40,7450980392157","7,51756113977107","8,13590444735375","7,57695163495395","7,28646340961154","5,53477420408422",43
063941,I.E.T.A. HÉCTOR MANUEL VIDES Y/0 ANTONIA SANTOS - SEDE PRINCIPAL,13580,REGIDOR,BOLIVAR,A,OFICIAL,MAÑANA,22,47,"39,9545454545455","44,2727272727273",44,"41,1363636363636","9,51189731211342","11,72899245755","10,3241825143081","9,54188760401311","7,49790735596371",44
064006,I.E. DE LA VICTORIA - SEDE PRINCIPAL,13300,HATILLO DE LOBA,BOLIVAR,A,OFICIAL,MAÑANA,23,"49,6086956521739","42,304347826087","42,0869565217391","46,2608695652174","40,695652173913","6,2139076450607","7,74851764479501","8,68076789375781","7,08530740530487","6,56045163778376",45
064022,I.E. DE JUANA SANCHEZ - SEDE PRINCIPAL,13300,HATILLO DE LOBA,BOLIVAR,A,OFICIAL,MAÑANA,20,"48,9","46,7","46,35","50,5","44,65","7,9066927013565","8,86803841123604","9,7293641270018","6,1430319961126","6,96816067250854",48
064030,I.E. DE HATILLO DE LOBA - SEDE PRINCIPAL,13300,HATILLO DE LOBA,BOLIVAR,A,OFICIAL,MAÑANA,41,"47,4634146341463","42,2682926829268","45,3414634146341","47,6341463414634","42,8780487804878","8,24044161733948","8,93315283157045","7,16801840154432","7,13356887385611","5,78011730828717",45
064055,INSTITUCION EDUCATIVA RAFAEL NUÑEZ DE SAN ANDRES,13212,CORDOBA,BOLIVAR,A,OFICIAL,MAÑANA,38,"45,3947368421053","43,9473684210526","42,7894736842105","45,6315789473684","44,5","6,37367675163101","8,20990623912308","8,76774769912461","6,33489287279707","6,87632051200232",44
064063,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA DE LAS PIEDRAS,13647,SAN ESTANISLAO,BOLIVAR,A,OFICIAL,MAÑANA,61,"48,2459016393443","45,4590163934426","45,1639344262295","49,4426229508197","42,1311475409836","7,91339736924017","9,51240202839045","10,2456174823984","9,07657165484108","7,2006374945465",47
064071,MUNICIPAL NOCTURNO,13670,SAN PABLO,BOLIVAR,A,OFICIAL,NOCTURNA,49,"46,2857142857143","40,9591836734694","40,7551020408163","41,469387755102","40,2857142857143","7,07401347656807","9,14913289077502","6,70363897522861","6,32159671554692","5,2757305971148",42
064097,COL. CAMINO DEL CORAL DE C/GENA.,13001,CARTAGENA,BOLIVAR,A,NO OFICIAL,COMPLETA,60,"57,9","54,2666666666667","54,3833333333333","52,75","55,5166666666667","8,83694095395736","9,62846533112979","10,4282726305221","9,76438530266924","10,5901964045529",55
064121,I.E. DE ARMENIA - SEDE PRINCIPAL,13549,PINILLOS,BOLIVAR,A,OFICIAL,MAÑANA,43,"43,6511627906977","40,7674418604651","40,3255813953488","46,7906976744186","40,2093023255814","6,81344511462528","8,65705660224054","6,24774599444265","5,85766953308259","5,29850895259305",43
064139,IE TECNICA PIO ALBERTO FERRO PEÑA - SEDE PRINCIPAL,15176,CHIQUINQUIRA,BOYACA,A,OFICIAL,TARDE,20,"53,95","47,3","50,85","51,2","48,65","9,95503046599795","11,0124331648608","10,2970358535076","6,1695346578763","8,57950434097694",51
064162,IE ACAD DE PAIPA,15516,PAIPA,BOYACA,A,NO OFICIAL,MAÑANA,35,"59,5428571428571","60,4285714285714","59,6285714285714","59,1142857142857","57,6571428571429","8,1469693287564","7,28933836376887","7,42050305209953","6,9059711101908","7,4712895852876",60
064170,COLEGIO SAN JOSE DE CALASANZ,15238,DUITAMA,BOYACA,A,NO OFICIAL,COMPLETA,37,"62,4054054054054","58,7027027027027","58,8648648648649","56,7567567567568","62,8918918918919","6,38774633993111","8,65019224213114","7,46905528074246","7,17017513115345","10,0658492598152",59
064188,IE TEC LA LIBERTAD - SEDE PRINCIPAL,15839,TUTASA,BOYACA,A,OFICIAL,COMPLETA,30,"49,0333333333333","50,9","46,1333333333333","52,1","43,6666666666667","8,11334929493419","9,74980105897834","8,21996448240222","7,52627581119686","6,51435197154678",49
064196,IE JOSE MARIA CORDOBA - SEDE PRINCIPAL,15632,SABOYA,BOYACA,A,OFICIAL,MAÑANA,28,"46,8928571428571","45,8214285714286","43,8928571428571","47,7857142857143","46,75","7,40539986023355","8,67970630766396","9,2429724484356","7,14068750117368","6,35158189686574",46
064204,INSTITUCION EDUCATIVA POLITECNICO ALVARO GONZALEZ SANTANA,15759,SOGAMOSO,BOYACA,A,OFICIAL,MAÑANA,261,"59,5555555555556","58,8390804597701","58,7011494252874","59,6781609195402","56,3716475095785","6,78075456557989","9,53843266017704","9,05000842650955","7,4356122083166","8,55051734637485",59
