CODINST,NOMBREINSTITUCION,CODIGOMUNICIPIO,NOMBREMUNICIPIO,DEPARTAMENTO,CALENDARIO,NATURALEZA,JORNADA,EVALUADOS,PROMLECTURACRITICA,PROMMATEMATICA,PROMSOCIALESYCIUDADANAS,PROMCIENCIASNATURALES,PROMINGLES,DESVLECTURACRITICA,DESVMATEMATICA,DESVSOCIALESYCIUDADANAS,DESVCIENCIASNATURALES,DESVINGLES,PERIODO
000018,COL ATENEO HORIZONTES,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,8,"55,375","53,375","52,75","52,75","58,375","7,94512429103535","7,96308447058766","8,18971480403491","6,86086208660607","6,92691438211437",54
000059,INST EDUC CEFA,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,MAÑANA,458,"60,8056768558952","56,1484716157205","56,6681222707424","55,3340611353712","53,0349344978166","7,87341109533177","10,0558510276792","9,10785778822263","8,84907351481795","10,1448417488636",57
000075,INST EDUC SANTOS ANGELES CUSTODIOS,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,MAÑANA,54,"53,7222222222222","49,2037037037037","49,3888888888889","49,4444444444444","50,1481481481481","9,70395108533976","10,8443179272271","11,3110676583746","10,6976750545306","12,0320443335936",50
000083,COL BARBARA MICARELLI,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,31,"59,6451612903226","56,4193548387097","57,7096774193548","57,3225806451613","60,8387096774194","6,22654739587826","7,87728461484196","9,02660345270984","6,41034110779447","9,78126363408992",58
000091,COL BETHLEMITAS,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,48,"67,9166666666667","71,1666666666667","64,6041666666667","64,2916666666667","75,6041666666667","6,71560055245559","8,62044411486953","7,84352174302675","7,20212242161202","6,95804932108202",68
000125,COL CALASANZ FEMENINO,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,55,"62,9090909090909","62,6","61,6545454545455","61,6909090909091","64,4181818181818","8,54242728813444","10,6398969641349","9,91672396214668","8,40386314886885","11,8660594555803",62
000141,COL CALASANZ,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,111,"65,7477477477477","69,7477477477477","65,1351351351351","67,009009009009","72,7837837837838","7,13693143695456","7,78514724385593","9,78076636380763","8,20032759378384","8,26537730030892",67
000174,COL CORAZONISTA,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,MAÑANA,92,"69,75","73,9239130434783","68,7826086956522","68,7065217391304","75,9239130434783","7,49743545897785","7,30231589886804","8,38736109196191","6,95754479159098","7,0745383038143",71
000190,COL DE LA COMPANIA DE MARIA,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,106,"67,5660377358491","72,1792452830189","67,3018867924528","67,9433962264151","75,8962264150943","6,91584635584178","6,3782325807036","7,74986305417654","7,85321309877955","8,72427292130358",69
000208,COL DE LA PRESENTACION - MEDELLIN,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,57,"64,1228070175439","60,8421052631579","62,2456140350877","60,2105263157895","69,0175438596491","7,7484334256273","10,5471551236818","9,63120060338568","8,97165544945633","10,6410445715604",62
000216,COL DE MARIA,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,MAÑANA,19,"64,4736842105263","60,7894736842105","65,0526315789474","60,5263157894737","57,4210526315789","7,36635309327057","9,89713172460936","6,73691063561635","6,51808101491222","12,3122152058374",62
000232,COL EUCARISTICO DE LA MILAGROSA,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,37,"59,2162162162162","55,3243243243243","55,4594594594595","54,8378378378378","60,4054054054054","7,03220818462821","8,57338923664399","9,58759208153548","7,67576819721762","8,53574008852536",57
000240,INST FERRINI - SEDE ROBLEDO,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,MAÑANA,107,"60,196261682243","56,7383177570093","57,196261682243","55,8317757009346","63,0280373831776","9,68215558832519","12,0973538729867","11,052566723443","9,91329008967484","14,0956690417461",58
000257,INST FERRINI - SEDE ROBLEDO,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,TARDE,39,"53,2820512820513","47,8461538461538","49,3333333333333","49,5384615384615","50,1794871794872","8,29377927297802","10,5918003577208","9,12870929175277","9,46696792966874","9,18486109934739",50
000281,COMUNIDAD COLEGIO DE JESUS MARIA,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,60,"68,6166666666667","69,0333333333333","67,8666666666667","65,8","78,6833333333333","5,70783483740319","7,72617533523117","7,30095574580889","6,65569718998286","7,15326562064824",69
000315,COL DE LA INMACULADA,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,MAÑANA,94,"63,3723404255319","60,7021276595745","60,6808510638298","59,5212765957447","61,7021276595745","7,57327508669653","9,40353375265337","8,91442321204159","6,58399611211858","11,91080632251",61
000356,COL MADRE ANTONIA CERINI,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,24,"55,1666666666667","52,9583333333333","53,75","52,9583333333333","57,8333333333333","9,06817975439233","9,89281323098685","9,41899099183919","7,95902095064171","12,7131108862385",54
000364,COL MARIA AUXILIADORA,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,46,"63,9782608695652","65,2391304347826","64,695652173913","63,9347826086957","67,3260869565217","7,60552176728573","7,88017140989175","6,58911413778612","6,10064540816259","9,13370886776886",65
000380,COL MILIT JOSE MARIA CORDOBA,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,MAÑANA,60,"54,4","53,2833333333333","53,25","53,8333333333333","53,7166666666667","8,24662231832021","8,33837700475616","9,45394725202483","8,61840102096625","9,15236686377024",54
000398,COL NUESTRA MADRE DE LAS MERCEDES,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,21,"67,3809523809524","68,1428571428571","65,5238095238095","64,8095238095238","69,6190476190476","7,01766478592552","8,21149020754281","8,61753472646933","7,13876073012009","13,1661542998561",67
000406,COL NUESTRA SENORA DEL ROSARIO DE CHIQUINQUIRA,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,MAÑANA,36,"62,8333333333333","60,5833333333333","61,8611111111111","60,2222222222222","64,8333333333333","7,8139070161567","10,739446647091","10,5021161888661","7,49137069705104","9,8864987302309",62
000422,COL NUESTRA SENORA DE LA PROVIDENCIA,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,14,"57,6428571428571","55,0714285714286","57,6428571428571","56,6428571428571","65,9285714285714","8,37218051605474","11,9129166209448","10,2176855941597","10,3001653672845","13,8423224247194",57
000430,COL PALERMO DE SAN JOSE,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,42,"61,1428571428571","58,6666666666667","58,4761904761905","56,9285714285714",65,"9,47029097492922","13,1012318666133","11,656125983295","11,0682866172283","11,122379110297",59
000448,COL SAGRADOS CORAZONES,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,19,"62,4736842105263","59,5263157894737","61,7368421052632","58,2105263157895","69,7368421052632","8,30239872334517","12,3709714926725","12,6615871625039","11,0884271370772","10,1753629761255",61
000455,COL SALESIANO EL SUFRAGIO,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,MAÑANA,100,"61,32","60,75","58,54","58,69","61,4","8,07149867800837","9,45310060832482","9,79220469185937","9,66791527986183","11,3866836988021",60
000463,COL SAN IGNACIO DE LOYOLA,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,125,"67,056","72,12","68,584","67,92","76,304","7,33891967087008","8,92676295048735","7,83723947449899","6,87398086287893","8,24740819503217",69
000471,COL SAN JOSÉ DE LA SALLE,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,99,"61,8181818181818","61,5454545454545","62,1414141414141","60,3535353535354","68,8383838383838","8,099336879336","9,55998540609501","8,60708073600594","7,90416208019951","9,58177167238799",62
000489,COL SAN JOSE DE LAS VEGAS,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,88,"66,6136363636364","68,5113636363636","67,2613636363636","65,5340909090909","77,5681818181818","8,37131365867961","9,93194580857193","9,01530539984396","7,99417728277414","8,66197324887715",68
000497,COL SAN JUAN BOSCO,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,52,"63,0769230769231","59,0961538461538","61,2307692307692","61,2307692307692","67,3461538461538","6,48934618249942","9,3980799361184","10,1896052081836","7,5915726873468","9,47211514442263",62
000521,COL SANTA MARIA DEL ROSARIO,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,27,"62,2592592592593","57,037037037037","60,9259259259259","59,4444444444444","68,3703703703704","7,46062789991356","8,64906167201205","9,81727647460931","7,85607718380801","9,87673314157356",61
000554,COL SANTA TERESITA,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,17,"59,2941176470588",59,"58,1764705882353","59,2352941176471","60,9411764705882","8,90059482480211","11,7632903560186","8,71231380086288","7,01364216870153","10,8135943852824",59
000588,GIMN LOS CEDROS,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,12,"60,0833333333333","59,1666666666667","58,4166666666667","60,25","66,4166666666667","5,85364429352788","6,86007332764061","7,05121953776061","5,59423404457255","6,09706834669273",60
000638,COL NUEVO CERVANTES CONOCER,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,FIN DE SEMANA,409,"46,9853300733496","41,1075794621027","43,6748166259169","41,9926650366748","40,8581907090465","8,30306935635087","8,781842132177","9,38576187679819","8,10092254415793","7,5754012158557",43
000653,INST COLOMBO VENEZOLANO,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,MAÑANA,56,"62,2678571428571","62,5","61,5357142857143","62,1785714285714","68,1428571428571","7,0233146057932","8,10611441500124","9,28922011740546","9,39072490736015","10,9235834470505",63
000687,INST EDUC FEDERICO OZANAM,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,MAÑANA,125,"58,312","55,504","55,32","54,704","57,376","8,71263080153584","10,3094256903339","10,9828311762114","8,95690758846976","10,0840532045531",56
000711,INST EDUC SAMUEL BARRIENTOS RESTREPO,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,MAÑANA,107,"54,0280373831776","50,0280373831776","51,6635514018692","52,1588785046729","48,5420560747664","8,377258010362","11,4450763443016","9,8889531708735","8,96339467017946","8,93190209182557",52
000760,INST JORGE ROBLEDO,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,57,"66,6666666666667","67,5964912280702","64,9122807017544","65,6140350877193","77,2105263157895","6,00396694258213","7,74103086786528","8,55085773006425","6,94044663539364","7,20549602264347",67
000786,INST EDUC INEM JOSE FELIX DE RESTREPO,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,MAÑANA,829,"59,9336550060314","57,2376357056695","57,0096501809409","56,3691194209891","55,416164053076","8,41922052123492","10,1997078771979","10,1455543915202","9,21057005801988","11,4122054862332",57
000810,INST EDUC FEDERICO OZANAM,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,NOCTURNA,34,"46,7058823529412","40,5882352941176","44,0588235294118","43,3529411764706","42,9117647058824","7,89142001188136","9,57938964038696","8,5844862766843","9,18457980741956","8,52933493111869",44
000836,INST SALESIANO PEDRO JUSTO BERRIO,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,114,"63,2105263157895","66,5526315789474","62,5964912280702","63,5","65,6052631578947","7,95504368778215","10,3077358227822","9,28098188489289","9,31574934402531","10,9807703366737",64
000844,INST SAN CARLOS,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,MAÑANA,139,"63,3525179856115","64,0359712230216","61,8489208633094","61,3453237410072","67,726618705036","7,98083148237303","9,84989521899867","10,0361041499271","8,45937626629305","10,1658748245177",63
000851,INST TEC IND PASCUAL BRAVO,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,TARDE,227,"58,6784140969163","58,1277533039648","57,2246696035242","56,5770925110132","52,5022026431718","8,24554699588774","8,76822883856372","9,12633596723325","8,64834141371731","9,96426111418576",57
000935,INST EDUC GILBERTO ALZATE AVENDAÑO,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,MAÑANA,199,"57,0653266331658","52,8492462311558","52,8844221105528","52,0804020100503","51,6180904522613","8,38594023982423","10,0718322555789","9,51456663889498","8,22558019440218","9,56925180845374",54
000943,INST EDUC LOLA GONZALEZ,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,MAÑANA,226,"57,5929203539823","53,7610619469027","54,3185840707965","55,429203539823","52,8938053097345","9,01025309117128","11,629292009621","10,1777670432288","9,27394612320803","10,7243132548706",55
000968,INST EDUC JOSE ROBERTO VASQUEZ,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,MAÑANA,156,"54,4551282051282","51,1089743589744","50,0384615384615","49,1089743589744","49,7115384615385","9,14636747829287","10,0953989634683","11,5131815705273","9,26775451660128","10,048276767932",51
000984,INST EDUC LUCRECIO JARAMILLO VELEZ,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,TARDE,97,"61,7628865979381","60,4536082474227","60,0412371134021","58,6907216494845","61,1134020618557","8,1786984445829","10,0964315257057","9,27352585519346","8,26559236728564","11,7897168193478",60
000992,INST EDUC MANUEL J. BETANCUR,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,MAÑANA,97,"57,8041237113402","56,1546391752577","54,5154639175258","54,9896907216495","53,5051546391753","9,46775137776667","11,2493890632128","11,3119713523456","9,5693682800042","11,2584447113972",56
001024,INST EDUC MARCO FIDEL SUAREZ,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,NOCTURNA,23,"48,4347826086957","40,9565217391304","45,9130434782609","43,5652173913043","43,304347826087","7,49439843517399","9,5416706221117","9,78827240527366","7,7449460762048","5,66837144007066",45
001073,LIC SALAZAR Y HERRERA,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,MAÑANA,410,"59,3560975609756","56,9682926829268","58,1268292682927","56,2731707317073","57,7731707317073","7,99113349673159","10,5237637485317","9,30512450212888","9,32087659681892","11,4950722809122",58
001081,LIC SAN RAFAEL,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,27,"63,037037037037","59,5555555555556","61,2962962962963","57,7777777777778","57,1111111111111","6,76234757531323","6,65254915475341","8,2219912187462","7,28187070920935","11,1124785483338",60
001115,COL DE LA UNIVERSIDAD PONTIFICIA BOLIVARIANA,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,MAÑANA,262,"64,0572519083969","62,3702290076336","62,6106870229008","62,7213740458015","66,6297709923664","7,4206249856517","9,62975270254151","9,68355442728105","8,80104928987724","10,3032725125771",63
001123,ESC NORMAL SUPERIOR ANTIOQUE?A,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,71,"61,2394366197183","56,943661971831","58,7887323943662","56,830985915493","61,9295774647887","9,09861023725585","10,5976915598818","9,76570602079066","9,61395699044283","12,478923881789",59
001131,COL LA ANUNCIACION,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,MAÑANA,50,"59,84","60,12","58,22","58,38","57,74","8,92910855527229","9,95016152058419","9,93096579556354","7,21079123287324","8,25810671586486",59
001164,COL NUESTRA SENORA DE LOURDES,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,50,"59,3","55,12","58,44","55,58","54,5","7,27379978177198","12,1161723598281","8,22678552048125","8,80651428645585","12,1155154362377",57
001198,SEM MENOR DE LA ARQUIDIOCESIS DE MEDELLIN,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,19,"62,5263157894737","59,4210526315789","60,8947368421053","58,4736842105263","59,4736842105263","7,59655200332238","11,2116793740262","9,30289522939621","8,83407808843201","11,197065196106",60
001206,I. E. ESCUELA NORMAL SUPERIOR DE ABEJORRAL,05002,ABEJORRAL,ANTIOQUIA,A,OFICIAL,COMPLETA,40,"59,275","59,9","57,2","56,45","50,725","6,2715781353414","9,00085466027447","8,05812219647564","7,1609697094379","7,4040442863932",58
001214,I. E.  MANUEL CANUTO RESTREPO,05002,ABEJORRAL,ANTIOQUIA,A,OFICIAL,COMPLETA,17,"56,1176470588235",56,"51,9411764705882","55,2941176470588","50,9411764705882","7,11409123624705","9,59166304662544","8,28757042379802","6,87172381832202","10,7090533442229",55
001222,COLEGIO SAN FERNANDO,05030,AMAGA,ANTIOQUIA,A,OFICIAL,COMPLETA,75,"53,96","49,3333333333333","49,9733333333333","49,2533333333333","47,32","9,74601789783216","12,7505520106612","9,60429708633185","9,87502081192926","10,0393280705488",50
001271,LICEO JESUS MARIA URREA,05040,ANORI,ANTIOQUIA,A,OFICIAL,COMPLETA,66,"50,1969696969697","44,1969696969697","45,6515151515152","46,5606060606061","42,5757575757576","8,16223894052021","9,24241010354683","10,306819884452","9,395790854467","6,3344251297921",46
001289,LICEO SAN LUIS GONZAGA,05042,SANTAFÉ DE ANTIOQUIA,ANTIOQUIA,A,OFICIAL,TARDE,101,"56,6039603960396",53,"54,1188118811881","52,2376237623762","49,8910891089109","7,76669712029611","9,06090503205944","9,23935834212839","7,53279299443637","8,43789190508981",54
001313,INSTITUTO UNIBAN,05045,APARTADO,ANTIOQUIA,A,NO OFICIAL,COMPLETA,37,"64,027027027027","64,8648648648649","62,1351351351351","60,3243243243243","66,6216216216216","7,21682635114512","9,90556006090116","8,86366541361781","7,95841292823741","9,9898597236046",63
001339,COLEGIO SAN JUAN DE URABA,05659,SAN JUAN DE URABA,ANTIOQUIA,A,OFICIAL,MAÑANA,73,"52,1780821917808","46,3972602739726","48,7945205479452","48,3013698630137","44,041095890411","8,29213560776686","10,1635783916386","10,6117844662714","8,99642665405865","7,67470295509935",49
001347,I. E. SANTA TERESA,05055,ARGELIA,ANTIOQUIA,A,OFICIAL,COMPLETA,51,"51,0980392156863","45,9607843137255","50,1764705882353","47,8039215686275","44,8627450980392","7,84156847055685","11,9163094694855","8,65495437851163","10,0439426677837","6,54223083616938",48
001388,COL LA SALLE,05088,BELLO,ANTIOQUIA,A,NO OFICIAL,COMPLETA,124,"62,8225806451613","63,3709677419355","60,1693548387097","60,6370967741935","64,5725806451613","7,2605945993791","8,62824605294555","9,51483375414415","7,98100863424084","9,64590429710406",62
001396,I.E. FERNANDO VELEZ - SEDE PRINCIPAL,05088,BELLO,ANTIOQUIA,A,OFICIAL,MAÑANA,133,"55,4436090225564","52,6165413533835","53,1578947368421","52,4812030075188","49,5187969924812","8,67547355605077","11,0424263120127","10,2075745087887","9,49210318023531","9,42723448615555",53
001412,COL PARROQUIAL JESUS DE LA BUENA ESPERANZA,05088,BELLO,ANTIOQUIA,A,NO OFICIAL,COMPLETA,69,"60,695652173913","55,8695652173913","56,6521739130435","55,8405797101449","56,8985507246377","7,56599269919663","10,3879356544563","9,55452785633831","9,26984863828105","14,196255645039",57
001420,COL ATANASIO GIRARDOT,05088,BELLO,ANTIOQUIA,A,OFICIAL,MAÑANA,132,"54,6287878787879","50,25","50,4924242424242","49,0681818181818","50,0075757575758","8,4775458272056","9,77406991729093","9,20794231692262","9,1009547203385","8,84082844044046",51
001438,IE SUAREZ DE LA PRESENTACION,05088,BELLO,ANTIOQUIA,A,NO OFICIAL,COMPLETA,52,"61,1538461538462","55,8846153846154","58,0192307692308","55,7307692307692","64,5","9,76665920240218","11,8033791209424","11,014233900562","9,46430939571706","11,9697330715401",58
001446,COLEGIO THEODORO HERTZL,05607,RETIRO,ANTIOQUIA,A,NO OFICIAL,COMPLETA,11,"69,1818181818182","72,3636363636364","68,2727272727273","69,8181818181818","79,4545454545455","8,50668186566515","6,43852043986392","4,45176165334374","4,23835302489497","4,9872564875618",71
001453,I. E. PERLA DEL CITARA,05091,BETANIA,ANTIOQUIA,A,OFICIAL,COMPLETA,88,"52,6590909090909","49,4659090909091","51,3068181818182","49,5454545454545","48,5681818181818","8,9441258751094","11,649033173474","9,42649476490435","8,72558543424588","9,1836880060164",51
001461,LICEO SAN JOSE,05093,BETULIA,ANTIOQUIA,A,OFICIAL,COMPLETA,74,"51,8378378378378","47,0675675675676","48,8783783783784","47,2567567567568","44,9324324324324","8,90286551842139","10,0687106288863","10,3168338334985","9,07361191438663","9,16564622460141",48
001487,LICEO CACERES,05120,CACERES,ANTIOQUIA,A,OFICIAL,COMPLETA,64,"53,28125","49,046875","51,203125","48,25","44,5625","8,42232247500747","11,3185192922155","8,82848867596189","8,70504323813373","7,12668804843334",50
001495,LICEO JOSE MARIA BERNAL,05129,CALDAS,ANTIOQUIA,A,OFICIAL,MAÑANA,210,"55,4428571428571","51,3666666666667","50,9047619047619","51,5190476190476","50,2333333333333","7,73230787663757","9,79716946396163","9,64689880954517","8,45546277641099","9,97258602817314",52
001503,LICEO PEDRO LUIS ALVAREZ C,05129,CALDAS,ANTIOQUIA,A,OFICIAL,NOCTURNA,56,"48,4821428571429","42,5","43,8214285714286",46,"42,9464285714286","8,3186342223153","8,91984508630258","10,5969243271246","8,26603125612726","9,11625848861082",45
001537,COLEGIO NICOLAS GAVIRIA,05138,CAÑASGORDAS,ANTIOQUIA,A,OFICIAL,COMPLETA,45,"53,3111111111111","50,3333333333333",52,"51,7111111111111","45,0888888888889","9,2609203897154","10,2024952384654","10,3000441305321","9,57653909354006","7,73075975985844",51
001552,I. E. GABRIEL CORREA VELEZ,05142,CARACOLI,ANTIOQUIA,A,OFICIAL,MAÑANA,21,"50,3333333333333","48,3333333333333","49,6190476190476","50,1428571428571","47,1904761904762","8,44590630621328","11,4775142488839","10,6746250073536","9,50939385179578","9,93286991568423",49
001578,LICEO JUAN PABLO GOMEZ OCHOA,05145,CARAMANTA,ANTIOQUIA,A,OFICIAL,COMPLETA,28,"50,5714285714286","44,0714285714286","47,0714285714286","45,8928571428571","41,3928571428571","8,08028497585359","11,2675495098833","10,2665532873558","8,56927883094836","8,22074740097808",46
001594,I. E. PBRO JULIO TAMAYO,05150,CAROLINA,ANTIOQUIA,A,OFICIAL,COMPLETA,52,"55,8269230769231","52,8461538461538","52,5192307692308","52,75","46,5576923076923","9,05478132572576","11,209912657099","8,86608515994226","7,9381802626517","7,37620302328535",53
001602,LICEO CAUCASIA 1A. AGRUPACION,05154,CAUCASIA,ANTIOQUIA,A,OFICIAL,MAÑANA,298,"57,3859060402685","55,6308724832215","53,758389261745","55,5436241610738","52,3187919463087","8,73065361104141","12,1424480102101","11,2280618909838","10,2009989749644","10,7058489261382",55
001610,LICEO CISNEROS,05190,CISNEROS,ANTIOQUIA,A,OFICIAL,TARDE,96,"50,9479166666667","47,0833333333333","48,5416666666667","47,5833333333333","47,8958333333333","9,76176191135776","11,7273110541762","10,5350709204184","10,4495446052036","9,10000481974039",48
001644,LICEO COCORNA,05197,COCORNA,ANTIOQUIA,A,OFICIAL,COMPLETA,70,"56,4428571428571","57,2714285714286","53,4857142857143","55,3285714285714","55,3285714285714","8,7487236572811","10,0922145751592","8,5562806106508","8,12710874052583","9,84035086650793",56
001651,I. E.  PRESBITERO LIBARDO AGUIRRE,05206,CONCEPCION,ANTIOQUIA,A,OFICIAL,COMPLETA,16,"52,5","48,8125","48,0625","46,9375","46,75","9,338094023943","14,2745402728074","12,5138256873481","9,90938107720827","9,42691183085249",49
001669,I. E. DE JESUS,05209,CONCORDIA,ANTIOQUIA,A,OFICIAL,COMPLETA,93,"53,3548387096774","50,6774193548387","49,7204301075269","51,3548387096774","46,3978494623656","8,7086228648371","9,51676014737499","9,33712271969058","7,99272109252119","8,50337501403214",51
001677,LICEO PBRO. BERNARDO MONTOYA GIRALDO,05212,COPACABANA,ANTIOQUIA,A,OFICIAL,MAÑANA,108,"56,1481481481481","53,7685185185185","53,4444444444444","53,0648148148148","51,1296296296296","8,33393559609763","10,0388092542216","9,17771919351511","8,29285600460116","9,219131461709",54
001685,I. E. ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,05212,COPACABANA,ANTIOQUIA,A,OFICIAL,COMPLETA,108,"63,4351851851852","66,5","62,8518518518519","61,4444444444444","63,4444444444444","6,82391773370796","9,92071372168674","8,41429004209068","7,2309476807242","9,09999828831588",64
001693,COLEGIO COOPERATIVO JUAN DEL CORRAL,05212,COPACABANA,ANTIOQUIA,A,NO OFICIAL,COMPLETA,31,"61,2258064516129","61,3548387096774","62,4193548387097","59,6451612903226","65,9354838709677","7,54855252093342","8,19165586474747","10,1086569947031","9,4253148032193","8,86918066065845",62
001701,LICEO SAN LUIS GONZAGA,05212,COPACABANA,ANTIOQUIA,A,OFICIAL,MAÑANA,102,"57,2745098039216","55,921568627451","53,2647058823529","54,6176470588235","55,7647058823529","8,04831556418453","10,5836472727625","9,66664825710027","8,64485667227052","10,3428135193861",55
001727,COLEGIO JUAN HENRIQUE  WHITE,05234,DABEIBA,ANTIOQUIA,A,OFICIAL,COMPLETA,81,"51,3827160493827","47,3950617283951","49,4320987654321","45,3456790123457","43,4444444444444","8,68557410485134","10,3122245567405","8,69761213150618","7,93278087089761","7,72334124585985",48
001735,COLEGIO DONMATIAS,05237,DON MATIAS,ANTIOQUIA,A,OFICIAL,COMPLETA,107,"56,1682242990654","53,4953271028037","54,0841121495327","54,8691588785047","51,3457943925234","8,71291167383256","9,85400390969943","9,84130829556903","7,2698448144003","8,91585698241687",54
001768,LICEO SAN LUIS BELTRAN,05264,ENTRERRIOS,ANTIOQUIA,A,OFICIAL,COMPLETA,87,"54,1494252873563","51,1034482758621","52,9080459770115","52,4827586206897","49,1494252873563","9,09833710289731","11,0074335165966","9,88260414779665","8,7482384525374","9,69719299547277",52
001776,COLEGIO BENEDICTINO DE SANTA MARIA,05266,ENVIGADO,ANTIOQUIA,A,NO OFICIAL,COMPLETA,54,"63,7037037037037","67,462962962963","63,3518518518519","63,5740740740741","74,2592592592593","7,11530274785064","8,00168133974062","7,76338140539047","6,59502915109884","7,91746382392838",65
001784,COLOMBO BRITANICO,05266,ENVIGADO,ANTIOQUIA,A,NO OFICIAL,COMPLETA,105,"66,3142857142857","71,8","65,8285714285714","67,5714285714286","77,647619047619","7,4824336406555","7,42319649166356","8,70947444194798","6,88903412742245","5,80447597909935",69
001792,COLEGIO DE LA PRESENTACION - ENVIGADO,05266,ENVIGADO,ANTIOQUIA,A,NO OFICIAL,COMPLETA,79,"59,6075949367089","56,6835443037975","58,8481012658228","56,9493670886076","64,8354430379747","7,65509336310948","10,4911981469663","9,33162338859305","7,66092103684336","10,863288423775",59
001818,COLEGIO LA SALLE ENVIGADO,05266,ENVIGADO,ANTIOQUIA,A,NO OFICIAL,COMPLETA,119,"61,1848739495798","61,3949579831933","59,5042016806723","58,8403361344538","65,5882352941176","7,71413668901829","9,38735038463902","10,1579675245674","9,02067605538663","10,0838953368481",61
001826,UNIDAD EDUCATIVA SAN MARCOS,05266,ENVIGADO,ANTIOQUIA,A,NO OFICIAL,COMPLETA,114,"63,6929824561404","66,4912280701754","63,0614035087719","61,0964912280702","68,2631578947368","7,07122699418066","10,694672906031","9,96301575671158","8,71979671989007","10,2396527799772",64
001834,COLEGIO TERESIANO,05266,ENVIGADO,ANTIOQUIA,A,NO OFICIAL,COMPLETA,72,"65,8472222222222","65,7222222222222","65,1666666666667","63,5555555555556","71,0416666666667","7,64467912576043","10,4196756217551","8,52172038439769","7,68735726103854","8,97325839353705",66
001875,I. E.  LEON XIII,05541,PEÑOL,ANTIOQUIA,A,OFICIAL,MAÑANA,105,"53,8571428571429","53,7809523809524","53,3714285714286","53,152380952381","49,952380952381","8,44829132864311","10,5456707781521","8,67828539301614","8,85218459823179","8,30243355471171",53
